order_id,item_id,product_id,quantity,list_price_x,discount,source_x,extraction_date_x,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source_y,extraction_date_y,is_late,days_late,delivery_status,product_name,brand_id,category_id,model_year,list_price_y,source,extraction_date,exchange_rate,local_price_egp,brand_name,source_brand,extraction_date_brand,first_name,last_name,phone,email,street,city,state,zip_code,source_customer,extraction_date_customer,locality,store_name,phone_store,email_store,street_store,city_store,state_store,zip_code_store,source_store,extraction_date_store,category_name,source_category,extraction_date_category,first_name_staff,last_name_staff,email_staff,phone_staff,active,store_id_staff,manager_id,source_staff,extraction_date_staff,quantity_stock,source_stock,extraction_date_stock
7,1,15,1,529.99,0.07,postgres db,2025-04-18 21:40:55,324,4,,,,2,6,postgres db,2025-04-18 21:40:55,False,,Late,Electra Moto 1 - 2016,1,3,2016,529.99,data lake,2025-04-18 21:40:55,51.1269,27096.745731,Electra,data lake,2025-04-18 21:40:55,Laureen,Paul,0,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,6.0,data lake,2025-04-18 21:40:55
7,2,3,1,999.99,0.1,postgres db,2025-04-18 21:40:55,324,4,,,,2,6,postgres db,2025-04-18 21:40:55,False,,Late,Surly Wednesday Frameset - 2016,8,6,2016,999.99,data lake,2025-04-18 21:40:55,51.1269,51126.388731,Surly,data lake,2025-04-18 21:40:55,Laureen,Paul,0,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,28.0,data lake,2025-04-18 21:40:55
7,3,17,2,429.0,0.1,postgres db,2025-04-18 21:40:55,324,4,,,,2,6,postgres db,2025-04-18 21:40:55,False,,Late,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,data lake,2025-04-18 21:40:55,51.1269,21933.4401,Pure Cycles,data lake,2025-04-18 21:40:55,Laureen,Paul,0,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,3.0,data lake,2025-04-18 21:40:55
8,1,22,1,269.99,0.05,postgres db,2025-04-18 21:40:55,1204,4,,,,2,7,postgres db,2025-04-18 21:40:55,False,,Late,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Leslie,Higgins,0,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Children Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,0.0,data lake,2025-04-18 21:40:55
8,2,20,2,599.99,0.07,postgres db,2025-04-18 21:40:55,1204,4,,,,2,7,postgres db,2025-04-18 21:40:55,False,,Late,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,data lake,2025-04-18 21:40:55,51.1269,30675.628731,Electra,data lake,2025-04-18 21:40:55,Leslie,Higgins,0,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,20.0,data lake,2025-04-18 21:40:55
9,1,7,2,3999.99,0.1,postgres db,2025-04-18 21:40:55,60,4,,,,1,2,postgres db,2025-04-18 21:40:55,False,,Late,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,data lake,2025-04-18 21:40:55,51.1269,204507.088731,Trek,data lake,2025-04-18 21:40:55,Neil,Mccall,0,neil.mccall@gmail.com,7476 Oakland Dr. ,San Carlos,CA,94070,data lake,2025-04-18 21:40:55,not_local,Santa Cruz Bikes,(831) 476-4321,0,3700 Portola Drive,Santa Cruz,CA,0.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Mireya,0,mireya.copeland@bikes.shop,(831) 555-5555,1,1.0,1.0,data lake,2025-04-18 21:40:55,8.0,data lake,2025-04-18 21:40:55
10,1,14,1,269.99,0.1,postgres db,2025-04-18 21:40:55,442,4,,,,2,6,postgres db,2025-04-18 21:40:55,False,,Late,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Alane,Munoz,(914) 706-7576,alane.munoz@gmail.com,8 Strawberry Dr. ,Yonkers,NY,10701,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,18.0,data lake,2025-04-18 21:40:55
11,1,8,1,1799.99,0.05,postgres db,2025-04-18 21:40:55,1326,4,,,,2,7,postgres db,2025-04-18 21:40:55,False,,Late,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,data lake,2025-04-18 21:40:55,51.1269,92027.908731,Trek,data lake,2025-04-18 21:40:55,Tarra,Guerrero,0,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,1.0,data lake,2025-04-18 21:40:55
11,2,22,2,269.99,0.1,postgres db,2025-04-18 21:40:55,1326,4,,,,2,7,postgres db,2025-04-18 21:40:55,False,,Late,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Tarra,Guerrero,0,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Children Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,0.0,data lake,2025-04-18 21:40:55
11,3,16,2,599.99,0.2,postgres db,2025-04-18 21:40:55,1326,4,,,,2,7,postgres db,2025-04-18 21:40:55,False,,Late,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,data lake,2025-04-18 21:40:55,51.1269,30675.628731,Electra,data lake,2025-04-18 21:40:55,Tarra,Guerrero,0,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,20.0,data lake,2025-04-18 21:40:55
12,1,4,2,2899.99,0.1,postgres db,2025-04-18 21:40:55,91,4,,,,1,2,postgres db,2025-04-18 21:40:55,False,,Late,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,data lake,2025-04-18 21:40:55,51.1269,148267.498731,Trek,data lake,2025-04-18 21:40:55,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,data lake,2025-04-18 21:40:55,not_local,Santa Cruz Bikes,(831) 476-4321,0,3700 Portola Drive,Santa Cruz,CA,0.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Mireya,0,mireya.copeland@bikes.shop,(831) 555-5555,1,1.0,1.0,data lake,2025-04-18 21:40:55,23.0,data lake,2025-04-18 21:40:55
12,2,11,1,1680.99,0.05,postgres db,2025-04-18 21:40:55,91,4,,,,1,2,postgres db,2025-04-18 21:40:55,False,,Late,Surly Straggler 650b - 2016,8,4,2016,1680.99,data lake,2025-04-18 21:40:55,51.1269,85943.807631,Surly,data lake,2025-04-18 21:40:55,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,data lake,2025-04-18 21:40:55,not_local,Santa Cruz Bikes,(831) 476-4321,0,3700 Portola Drive,Santa Cruz,CA,0.0,data lake,2025-04-18 21:40:55,Cyclocross Bicycles,data lake,2025-04-18 21:40:55,Mireya,0,mireya.copeland@bikes.shop,(831) 555-5555,1,1.0,1.0,data lake,2025-04-18 21:40:55,8.0,data lake,2025-04-18 21:40:55
13,1,13,1,269.99,0.1,postgres db,2025-04-18 21:40:55,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Patience,Clayton,0,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,1.0,data lake,2025-04-18 21:40:55
13,2,17,2,429.0,0.05,postgres db,2025-04-18 21:40:55,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,data lake,2025-04-18 21:40:55,51.1269,21933.4401,Pure Cycles,data lake,2025-04-18 21:40:55,Patience,Clayton,0,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,3.0,data lake,2025-04-18 21:40:55
